location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Poland,2021-01-01,15,17,0.0,0.0,0.0
Poland,2021-01-01,18,24,0.0,0.0,0.0
Poland,2021-01-01,25,49,0.01,0.0,0.0
Poland,2021-01-01,50,59,0.01,0.0,0.0
Poland,2021-01-01,60,69,0.01,0.0,0.0
Poland,2021-01-01,70,79,0.0,0.0,0.0
Poland,2021-01-01,80,,0.0,0.0,0.0
Poland,2021-01-08,10,14,0.0,0.0,0.0
Poland,2021-01-08,15,17,0.01,0.0,0.0
Poland,2021-01-08,18,24,0.33,0.0,0.0
Poland,2021-01-08,25,49,0.7,0.0,0.0
Poland,2021-01-08,50,59,1.39,0.0,0.0
Poland,2021-01-08,60,69,0.67,0.0,0.0
Poland,2021-01-08,70,79,0.24,0.0,0.0
Poland,2021-01-08,80,,0.13,0.0,0.0
Poland,2021-01-15,10,14,0.0,0.0,0.0
Poland,2021-01-15,15,17,0.03,0.0,0.0
Poland,2021-01-15,18,24,1.17,0.0,0.0
Poland,2021-01-15,25,49,1.62,0.0,0.0
Poland,2021-01-15,5,9,0.0,0.0,0.0
Poland,2021-01-15,50,59,2.95,0.0,0.0
Poland,2021-01-15,60,69,1.45,0.0,0.0
Poland,2021-01-15,70,79,0.52,0.0,0.0
Poland,2021-01-15,80,,0.29,0.0,0.0
Poland,2021-01-22,10,14,0.0,0.0,0.0
Poland,2021-01-22,15,17,0.04,0.0,0.0
Poland,2021-01-22,18,24,1.55,0.04,0.0
Poland,2021-01-22,25,49,2.09,0.16,0.0
Poland,2021-01-22,5,9,0.0,0.0,0.0
Poland,2021-01-22,50,59,3.72,0.33,0.0
Poland,2021-01-22,60,69,2.03,0.16,0.0
Poland,2021-01-22,70,79,1.16,0.06,0.0
Poland,2021-01-22,80,,2.49,0.03,0.0
Poland,2021-01-29,10,14,0.0,0.0,0.0
Poland,2021-01-29,15,17,0.04,0.01,0.0
Poland,2021-01-29,18,24,1.9,0.3,0.0
Poland,2021-01-29,25,49,2.46,0.67,0.0
Poland,2021-01-29,5,9,0.0,0.0,0.0
Poland,2021-01-29,50,59,4.25,1.33,0.0
Poland,2021-01-29,60,69,2.36,0.65,0.0
Poland,2021-01-29,70,79,2.34,0.23,0.0
Poland,2021-01-29,80,,13.3,0.13,0.0
Poland,2021-02-05,0,4,0.0,0.0,0.0
Poland,2021-02-05,10,14,0.0,0.0,0.0
Poland,2021-02-05,15,17,0.04,0.02,0.0
Poland,2021-02-05,18,24,2.04,1.07,0.0
Poland,2021-02-05,25,49,2.58,1.51,0.0
Poland,2021-02-05,5,9,0.0,0.0,0.0
Poland,2021-02-05,50,59,4.41,2.8,0.0
Poland,2021-02-05,60,69,2.56,1.39,0.0
Poland,2021-02-05,70,79,4.49,0.5,0.0
Poland,2021-02-05,80,,21.78,0.29,0.0
Poland,2021-02-12,0,4,0.0,0.0,0.0
Poland,2021-02-12,10,14,0.0,0.0,0.0
Poland,2021-02-12,15,17,0.05,0.04,0.0
Poland,2021-02-12,18,24,2.16,1.43,0.0
Poland,2021-02-12,25,49,2.78,2.01,0.0
Poland,2021-02-12,5,9,0.0,0.0,0.0
Poland,2021-02-12,50,59,4.72,3.62,0.0
Poland,2021-02-12,60,69,2.83,1.99,0.0
Poland,2021-02-12,70,79,8.09,1.12,0.0
Poland,2021-02-12,80,,28.47,2.4,0.0
Poland,2021-02-19,0,4,0.0,0.0,0.0
Poland,2021-02-19,10,14,0.0,0.0,0.0
Poland,2021-02-19,15,17,0.05,0.04,0.0
Poland,2021-02-19,18,24,2.29,1.75,0.0
Poland,2021-02-19,25,49,3.31,2.35,0.0
Poland,2021-02-19,5,9,0.0,0.0,0.0
Poland,2021-02-19,50,59,5.66,4.11,0.0
Poland,2021-02-19,60,69,3.12,2.29,0.0
Poland,2021-02-19,70,79,11.52,2.1,0.0
Poland,2021-02-19,80,,32.77,12.35,0.0
Poland,2021-02-26,0,4,0.0,0.0,0.0
Poland,2021-02-26,10,14,0.0,0.0,0.0
Poland,2021-02-26,15,17,0.05,0.04,0.0
Poland,2021-02-26,18,24,2.4,1.96,0.0
Poland,2021-02-26,25,49,4.02,2.52,0.0
Poland,2021-02-26,5,9,0.0,0.0,0.0
Poland,2021-02-26,50,59,6.92,4.34,0.0
Poland,2021-02-26,60,69,3.64,2.51,0.0
Poland,2021-02-26,70,79,15.54,4.15,0.0
Poland,2021-02-26,80,,36.36,21.01,0.0
Poland,2021-03-05,0,4,0.0,0.0,0.0
Poland,2021-03-05,10,14,0.0,0.0,0.0
Poland,2021-03-05,15,17,0.05,0.04,0.0
Poland,2021-03-05,18,24,2.52,2.09,0.0
Poland,2021-03-05,25,49,4.84,2.64,0.0
Poland,2021-03-05,5,9,0.0,0.0,0.0
Poland,2021-03-05,50,59,8.23,4.5,0.0
Poland,2021-03-05,60,69,4.33,2.76,0.0
Poland,2021-03-05,70,79,20.01,7.36,0.0
Poland,2021-03-05,80,,39.44,27.59,0.0
Poland,2021-03-12,0,4,0.0,0.0,0.0
Poland,2021-03-12,10,14,0.0,0.0,0.0
Poland,2021-03-12,15,17,0.05,0.04,0.0
Poland,2021-03-12,18,24,2.96,2.15,0.0
Poland,2021-03-12,25,49,5.34,2.71,0.0
Poland,2021-03-12,5,9,0.0,0.0,0.0
Poland,2021-03-12,50,59,8.88,4.59,0.0
Poland,2021-03-12,60,69,5.14,2.94,0.0
Poland,2021-03-12,70,79,25.57,10.14,0.0
Poland,2021-03-12,80,,42.67,31.58,0.0
Poland,2021-03-19,0,4,0.0,0.0,0.0
Poland,2021-03-19,10,14,0.0,0.0,0.0
Poland,2021-03-19,15,17,0.06,0.05,0.0
Poland,2021-03-19,18,24,3.28,2.19,0.0
Poland,2021-03-19,25,49,5.59,2.77,0.0
Poland,2021-03-19,5,9,0.0,0.0,0.0
Poland,2021-03-19,50,59,9.22,4.67,0.0
Poland,2021-03-19,60,69,6.12,3.16,0.0
Poland,2021-03-19,70,79,31.12,13.51,0.0
Poland,2021-03-19,80,,45.33,34.91,0.0
Poland,2021-03-26,0,4,0.0,0.0,0.0
Poland,2021-03-26,10,14,0.0,0.0,0.0
Poland,2021-03-26,15,17,0.07,0.05,0.0
Poland,2021-03-26,18,24,3.46,2.23,0.0
Poland,2021-03-26,25,49,5.94,2.82,0.0
Poland,2021-03-26,5,9,0.0,0.0,0.0
Poland,2021-03-26,50,59,9.78,4.75,0.0
Poland,2021-03-26,60,69,12.8,3.44,0.0
Poland,2021-03-26,70,79,37.75,17.88,0.0
Poland,2021-03-26,80,,48.05,38.21,0.0
Poland,2021-04-02,0,4,0.0,0.0,0.0
Poland,2021-04-02,10,14,0.0,0.0,0.0
Poland,2021-04-02,15,17,0.08,0.05,0.0
Poland,2021-04-02,18,24,3.7,2.24,0.0
Poland,2021-04-02,25,49,6.53,2.84,0.0
Poland,2021-04-02,5,9,0.0,0.0,0.0
Poland,2021-04-02,50,59,10.71,4.78,0.0
Poland,2021-04-02,60,69,20.0,3.58,0.0
Poland,2021-04-02,70,79,43.63,19.7,0.0
Poland,2021-04-02,80,,50.19,39.14,0.0
Poland,2021-04-09,0,4,0.0,0.0,0.0
Poland,2021-04-09,10,14,0.0,0.0,0.0
Poland,2021-04-09,15,17,0.08,0.05,0.0
Poland,2021-04-09,18,24,4.07,2.25,0.0
Poland,2021-04-09,25,49,7.33,2.86,0.0
Poland,2021-04-09,5,9,0.0,0.0,0.0
Poland,2021-04-09,50,59,13.36,4.81,0.0
Poland,2021-04-09,60,69,29.03,3.65,0.0
Poland,2021-04-09,70,79,52.24,20.35,0.0
Poland,2021-04-09,80,,52.71,39.44,0.0
Poland,2021-04-16,0,4,0.0,0.0,0.0
Poland,2021-04-16,10,14,0.0,0.0,0.0
Poland,2021-04-16,15,17,0.09,0.05,0.0
Poland,2021-04-16,18,24,4.42,2.28,0.0
Poland,2021-04-16,25,49,8.16,2.92,0.0
Poland,2021-04-16,5,9,0.0,0.0,0.0
Poland,2021-04-16,50,59,17.8,5.01,0.0
Poland,2021-04-16,60,69,38.04,4.29,0.0
Poland,2021-04-16,70,79,58.81,24.47,0.0
Poland,2021-04-16,80,,54.55,41.91,0.0
Poland,2021-04-23,0,4,0.0,0.0,0.0
Poland,2021-04-23,10,14,0.0,0.0,0.0
Poland,2021-04-23,15,17,0.11,0.05,0.0
Poland,2021-04-23,18,24,4.87,2.35,0.0
Poland,2021-04-23,25,49,9.41,3.13,0.0
Poland,2021-04-23,5,9,0.0,0.0,0.0
Poland,2021-04-23,50,59,26.34,5.71,0.0
Poland,2021-04-23,60,69,45.63,5.29,0.0
Poland,2021-04-23,70,79,64.0,30.38,0.0
Poland,2021-04-23,80,,56.16,44.75,0.0
Poland,2021-04-30,0,4,0.0,0.0,0.0
Poland,2021-04-30,10,14,0.0,0.0,0.0
Poland,2021-04-30,15,17,0.14,0.06,0.0
Poland,2021-04-30,18,24,5.48,2.48,0.0
Poland,2021-04-30,25,49,13.05,3.79,0.0
Poland,2021-04-30,5,9,0.0,0.0,0.0
Poland,2021-04-30,50,59,33.1,6.84,0.0
Poland,2021-04-30,60,69,51.62,6.6,0.0
Poland,2021-04-30,70,79,67.75,36.85,0.0
Poland,2021-04-30,80,,57.41,47.53,0.0
Poland,2021-05-07,0,4,0.0,0.0,0.0
Poland,2021-05-07,10,14,0.0,0.0,0.0
Poland,2021-05-07,15,17,0.17,0.07,0.0
Poland,2021-05-07,18,24,7.16,2.7,0.0
Poland,2021-05-07,25,49,18.6,4.73,0.0
Poland,2021-05-07,5,9,0.0,0.0,0.0
Poland,2021-05-07,50,59,38.13,8.5,0.0
Poland,2021-05-07,60,69,55.06,9.57,0.0
Poland,2021-05-07,70,79,69.52,43.03,0.0
Poland,2021-05-07,80,,58.15,49.72,0.0
Poland,2021-05-14,0,4,0.0,0.0,0.0
Poland,2021-05-14,10,14,0.0,0.0,0.0
Poland,2021-05-14,15,17,0.23,0.08,0.0
Poland,2021-05-14,18,24,12.68,3.26,0.0
Poland,2021-05-14,25,49,24.28,6.28,0.0
Poland,2021-05-14,5,9,0.0,0.0,0.0
Poland,2021-05-14,50,59,42.06,11.81,0.0
Poland,2021-05-14,60,69,57.6,14.58,0.0
Poland,2021-05-14,70,79,70.79,51.75,0.0
Poland,2021-05-14,80,,58.76,52.33,0.0
Poland,2021-05-21,0,4,0.0,0.0,0.0
Poland,2021-05-21,10,14,0.0,0.0,0.0
Poland,2021-05-21,15,17,3.27,0.1,0.0
Poland,2021-05-21,18,24,18.05,4.15,0.0
Poland,2021-05-21,25,49,28.96,7.81,0.0
Poland,2021-05-21,5,9,0.0,0.0,0.0
Poland,2021-05-21,50,59,45.93,15.89,0.0
Poland,2021-05-21,60,69,60.02,21.26,0.0
Poland,2021-05-21,70,79,71.96,58.63,0.0
Poland,2021-05-21,80,,59.31,54.28,0.0
Poland,2021-05-28,0,4,0.0,0.0,0.0
Poland,2021-05-28,10,14,0.0,0.0,0.0
Poland,2021-05-28,15,17,5.44,0.12,0.0
Poland,2021-05-28,18,24,21.99,5.78,0.0
Poland,2021-05-28,25,49,32.4,10.17,0.0
Poland,2021-05-28,5,9,0.0,0.0,0.0
Poland,2021-05-28,50,59,48.81,23.43,0.0
Poland,2021-05-28,60,69,61.81,28.59,0.0
Poland,2021-05-28,70,79,72.93,63.72,0.0
Poland,2021-05-28,80,,59.8,55.87,0.0
Poland,2021-06-04,0,4,0.0,0.0,0.0
Poland,2021-06-04,10,14,0.01,0.0,0.0
Poland,2021-06-04,15,17,10.35,0.16,0.0
Poland,2021-06-04,18,24,27.44,7.35,0.0
Poland,2021-06-04,25,49,36.15,13.94,0.0
Poland,2021-06-04,5,9,0.0,0.0,0.0
Poland,2021-06-04,50,59,51.48,30.42,0.0
Poland,2021-06-04,60,69,63.61,35.21,0.0
Poland,2021-06-04,70,79,73.95,67.67,0.0
Poland,2021-06-04,80,,60.33,57.16,0.0
Poland,2021-06-11,0,4,0.0,0.0,0.0
Poland,2021-06-11,10,14,4.33,0.01,0.0
Poland,2021-06-11,15,17,18.02,0.43,0.0
Poland,2021-06-11,18,24,31.68,9.71,0.0
Poland,2021-06-11,25,49,39.36,19.39,0.0
Poland,2021-06-11,5,9,0.0,0.0,0.0
Poland,2021-06-11,50,59,53.87,35.88,0.0
Poland,2021-06-11,60,69,65.21,43.24,0.0
Poland,2021-06-11,70,79,74.9,69.74,0.0
Poland,2021-06-11,80,,60.89,58.04,0.0
Poland,2021-06-18,0,4,0.0,0.0,0.0
Poland,2021-06-18,10,14,6.7,0.01,0.0
Poland,2021-06-18,15,17,22.71,1.19,0.0
Poland,2021-06-18,18,24,34.56,14.35,0.0
Poland,2021-06-18,25,49,41.57,24.71,0.0
Poland,2021-06-18,5,9,0.01,0.0,0.0
Poland,2021-06-18,50,59,55.54,39.96,0.0
Poland,2021-06-18,60,69,66.39,49.95,0.0
Poland,2021-06-18,70,79,75.62,71.14,0.0
Poland,2021-06-18,80,,61.35,58.71,0.0
Poland,2021-06-25,0,4,0.0,0.0,0.0
Poland,2021-06-25,10,14,8.31,0.02,0.0
Poland,2021-06-25,15,17,25.94,4.24,0.0
Poland,2021-06-25,18,24,36.66,19.89,0.0
Poland,2021-06-25,25,49,43.22,29.73,0.0
Poland,2021-06-25,5,9,0.01,0.0,0.0
Poland,2021-06-25,50,59,56.8,44.47,0.0
Poland,2021-06-25,60,69,67.3,56.12,0.0
Poland,2021-06-25,70,79,76.2,72.46,0.0
Poland,2021-06-25,80,,61.71,59.34,0.0
Poland,2021-07-02,0,4,0.0,0.0,0.0
Poland,2021-07-02,10,14,9.81,1.85,0.0
Poland,2021-07-02,15,17,28.84,9.44,0.0
Poland,2021-07-02,18,24,38.43,24.49,0.0
Poland,2021-07-02,25,49,44.61,33.71,0.0
Poland,2021-07-02,5,9,0.01,0.0,0.0
Poland,2021-07-02,50,59,57.93,48.36,0.0
Poland,2021-07-02,60,69,68.14,60.41,0.0
Poland,2021-07-02,70,79,76.74,73.62,0.0
Poland,2021-07-02,80,,62.04,59.92,0.0
Poland,2021-07-09,0,4,0.0,0.0,0.0
Poland,2021-07-09,10,14,10.88,4.1,0.0
Poland,2021-07-09,15,17,30.63,16.37,0.0
Poland,2021-07-09,18,24,39.76,30.26,0.0
Poland,2021-07-09,25,49,45.68,38.1,0.0
Poland,2021-07-09,5,9,0.01,0.0,0.0
Poland,2021-07-09,50,59,58.77,52.23,0.0
Poland,2021-07-09,60,69,68.72,63.62,0.0
Poland,2021-07-09,70,79,77.11,74.92,0.0
Poland,2021-07-09,80,,62.29,60.65,0.0
Poland,2021-07-16,0,4,0.0,0.0,0.0
Poland,2021-07-16,10,14,11.9,6.75,0.0
Poland,2021-07-16,15,17,32.37,22.53,0.0
Poland,2021-07-16,18,24,41.08,34.97,0.0
Poland,2021-07-16,25,49,46.77,41.8,0.0
Poland,2021-07-16,5,9,0.01,0.0,0.0
Poland,2021-07-16,50,59,59.64,55.26,0.0
Poland,2021-07-16,60,69,69.32,65.86,0.0
Poland,2021-07-16,70,79,77.51,76.15,0.0
Poland,2021-07-16,80,,62.59,61.36,0.0
Poland,2021-07-23,0,4,0.0,0.0,0.0
Poland,2021-07-23,10,14,12.76,8.6,0.0
Poland,2021-07-23,15,17,33.87,26.56,0.0
Poland,2021-07-23,18,24,42.28,37.96,0.0
Poland,2021-07-23,25,49,47.79,44.34,0.0
Poland,2021-07-23,5,9,0.01,0.0,0.0
Poland,2021-07-23,50,59,60.46,57.39,0.0
Poland,2021-07-23,60,69,69.88,67.5,0.0
Poland,2021-07-23,70,79,77.9,76.98,0.0
Poland,2021-07-23,80,,62.87,61.85,0.0
Poland,2021-07-30,0,4,0.0,0.0,0.0
Poland,2021-07-30,10,14,13.63,9.97,0.0
Poland,2021-07-30,15,17,35.33,29.17,0.0
Poland,2021-07-30,18,24,43.49,40.14,0.0
Poland,2021-07-30,25,49,48.82,46.14,0.0
Poland,2021-07-30,5,9,0.01,0.0,0.0
Poland,2021-07-30,50,59,61.28,58.9,0.0
Poland,2021-07-30,60,69,70.43,68.6,0.0
Poland,2021-07-30,70,79,78.27,77.58,0.0
Poland,2021-07-30,80,,63.16,62.23,0.0
Poland,2021-08-06,0,4,0.0,0.0,0.0
Poland,2021-08-06,10,14,14.47,11.09,0.0
Poland,2021-08-06,15,17,36.7,31.25,0.0
Poland,2021-08-06,18,24,44.57,41.69,0.0
Poland,2021-08-06,25,49,49.76,47.45,0.0
Poland,2021-08-06,5,9,0.01,0.01,0.0
Poland,2021-08-06,50,59,62.0,60.0,0.0
Poland,2021-08-06,60,69,70.89,69.38,0.0
Poland,2021-08-06,70,79,78.58,78.08,0.0
Poland,2021-08-06,80,,63.4,62.58,0.0
Poland,2021-08-13,0,4,0.0,0.0,0.0
Poland,2021-08-13,10,14,15.17,11.94,0.0
Poland,2021-08-13,15,17,37.82,32.79,0.0
Poland,2021-08-13,18,24,45.51,42.9,0.0
Poland,2021-08-13,25,49,50.57,48.49,0.0
Poland,2021-08-13,5,9,0.01,0.01,0.0
Poland,2021-08-13,50,59,62.66,60.85,0.0
Poland,2021-08-13,60,69,71.32,69.98,0.0
Poland,2021-08-13,70,79,78.87,78.49,0.0
Poland,2021-08-13,80,,63.63,62.87,0.0
Poland,2021-08-20,0,4,0.0,0.0,0.0
Poland,2021-08-20,10,14,15.8,12.81,0.0
Poland,2021-08-20,15,17,38.77,34.31,0.0
Poland,2021-08-20,18,24,46.31,44.02,0.0
Poland,2021-08-20,25,49,51.27,49.45,0.0
Poland,2021-08-20,5,9,0.01,0.01,0.0
Poland,2021-08-20,50,59,63.18,61.63,0.0
Poland,2021-08-20,60,69,71.65,70.51,0.0
Poland,2021-08-20,70,79,79.1,78.85,0.0
Poland,2021-08-20,80,,63.82,63.15,0.0
Poland,2021-08-27,0,4,0.0,0.0,0.0
Poland,2021-08-27,10,14,16.51,13.71,0.0
Poland,2021-08-27,15,17,39.75,35.83,0.0
Poland,2021-08-27,18,24,47.07,45.06,0.0
Poland,2021-08-27,25,49,51.93,50.35,0.0
Poland,2021-08-27,5,9,0.01,0.01,0.0
Poland,2021-08-27,50,59,63.68,62.35,0.0
Poland,2021-08-27,60,69,71.97,70.99,0.0
Poland,2021-08-27,70,79,79.31,79.18,0.0
Poland,2021-08-27,80,,63.98,63.4,0.0
Poland,2021-09-03,0,4,0.0,0.0,0.0
Poland,2021-09-03,10,14,17.04,14.51,0.0
Poland,2021-09-03,15,17,40.4,37.1,0.0
Poland,2021-09-03,18,24,47.73,45.92,0.0
Poland,2021-09-03,25,49,52.48,51.07,0.0
Poland,2021-09-03,5,9,0.01,0.01,0.0
Poland,2021-09-03,50,59,64.07,62.91,0.01
Poland,2021-09-03,60,69,72.21,71.37,0.0
Poland,2021-09-03,70,79,79.47,79.45,0.01
Poland,2021-09-03,80,,64.12,63.62,0.0
Poland,2021-09-10,0,4,0.0,0.0,0.0
Poland,2021-09-10,10,14,17.42,15.06,0.0
Poland,2021-09-10,15,17,40.94,37.99,0.0
Poland,2021-09-10,18,24,48.27,46.59,0.0
Poland,2021-09-10,25,49,52.94,51.64,0.01
Poland,2021-09-10,5,9,0.01,0.01,0.0
Poland,2021-09-10,50,59,64.4,63.35,0.02
Poland,2021-09-10,60,69,72.42,71.67,0.02
Poland,2021-09-10,70,79,79.62,79.66,0.04
Poland,2021-09-10,80,,64.24,63.79,0.02
Poland,2021-09-17,0,4,0.0,0.0,0.0
Poland,2021-09-17,10,14,18.12,15.6,0.0
Poland,2021-09-17,15,17,41.71,38.79,0.0
Poland,2021-09-17,18,24,48.77,47.18,0.0
Poland,2021-09-17,25,49,53.35,52.15,0.02
Poland,2021-09-17,5,9,0.01,0.01,0.0
Poland,2021-09-17,50,59,64.67,63.73,0.04
Poland,2021-09-17,60,69,72.6,71.93,0.06
Poland,2021-09-17,70,79,79.74,79.85,0.1
Poland,2021-09-17,80,,64.35,63.95,0.06
Poland,2021-09-24,0,4,0.0,0.0,0.0
Poland,2021-09-24,10,14,18.78,16.14,0.0
Poland,2021-09-24,15,17,42.46,39.52,0.0
Poland,2021-09-24,18,24,49.27,47.76,0.02
Poland,2021-09-24,25,49,53.75,52.65,0.07
Poland,2021-09-24,5,9,0.01,0.01,0.0
Poland,2021-09-24,50,59,64.95,64.09,0.17
Poland,2021-09-24,60,69,72.79,72.16,0.17
Poland,2021-09-24,70,79,79.87,80.01,0.53
Poland,2021-09-24,80,,64.46,64.08,0.56
Poland,2021-10-01,0,4,0.0,0.0,0.0
Poland,2021-10-01,10,14,19.23,16.61,0.0
Poland,2021-10-01,15,17,43.01,40.17,0.0
Poland,2021-10-01,18,24,49.69,48.27,0.11
Poland,2021-10-01,25,49,54.1,53.07,0.28
Poland,2021-10-01,5,9,0.01,0.01,0.0
Poland,2021-10-01,50,59,65.17,64.38,0.74
