date,indicator,value,entity
2020-06-24,Daily hospital occupancy,25.0,Northern Ireland
2020-06-25,Daily hospital occupancy,21.0,Northern Ireland
2020-06-26,Daily hospital occupancy,20.0,Northern Ireland
2020-06-27,Daily hospital occupancy,19.0,Northern Ireland
2020-06-28,Daily hospital occupancy,22.0,Northern Ireland
2020-06-29,Daily hospital occupancy,20.0,Northern Ireland
2020-06-30,Daily hospital occupancy,16.0,Northern Ireland
2020-07-01,Daily hospital occupancy,14.0,Northern Ireland
2020-07-02,Daily hospital occupancy,14.0,Northern Ireland
2020-07-03,Daily hospital occupancy,12.0,Northern Ireland
2020-07-04,Daily hospital occupancy,12.0,Northern Ireland
2020-07-05,Daily hospital occupancy,12.0,Northern Ireland
2020-07-06,Daily hospital occupancy,11.0,Northern Ireland
2020-07-07,Daily hospital occupancy,11.0,Northern Ireland
2020-07-08,Daily hospital occupancy,11.0,Northern Ireland
2020-07-09,Daily hospital occupancy,10.0,Northern Ireland
2020-07-10,Daily hospital occupancy,9.0,Northern Ireland
2020-07-11,Daily hospital occupancy,9.0,Northern Ireland
2020-07-12,Daily hospital occupancy,9.0,Northern Ireland
2020-07-13,Daily hospital occupancy,9.0,Northern Ireland
2020-07-14,Daily hospital occupancy,8.0,Northern Ireland
2020-07-15,Daily hospital occupancy,8.0,Northern Ireland
2020-07-16,Daily hospital occupancy,10.0,Northern Ireland
2020-07-17,Daily hospital occupancy,10.0,Northern Ireland
2020-07-18,Daily hospital occupancy,9.0,Northern Ireland
2020-07-19,Daily hospital occupancy,9.0,Northern Ireland
2020-07-20,Daily hospital occupancy,8.0,Northern Ireland
2020-07-21,Daily hospital occupancy,8.0,Northern Ireland
2020-07-22,Daily hospital occupancy,10.0,Northern Ireland
2020-07-23,Daily hospital occupancy,9.0,Northern Ireland
2020-07-24,Daily hospital occupancy,8.0,Northern Ireland
2020-07-25,Daily hospital occupancy,8.0,Northern Ireland
2020-07-26,Daily hospital occupancy,7.0,Northern Ireland
2020-07-27,Daily hospital occupancy,8.0,Northern Ireland
2020-07-28,Daily hospital occupancy,8.0,Northern Ireland
2020-07-29,Daily hospital occupancy,8.0,Northern Ireland
2020-07-30,Daily hospital occupancy,8.0,Northern Ireland
2020-07-31,Daily hospital occupancy,8.0,Northern Ireland
2020-08-01,Daily hospital occupancy,9.0,Northern Ireland
2020-08-02,Daily hospital occupancy,7.0,Northern Ireland
2020-08-03,Daily hospital occupancy,8.0,Northern Ireland
2020-08-04,Daily hospital occupancy,6.0,Northern Ireland
2020-08-05,Daily hospital occupancy,7.0,Northern Ireland
2020-08-06,Daily hospital occupancy,8.0,Northern Ireland
2020-08-07,Daily hospital occupancy,9.0,Northern Ireland
2020-08-08,Daily hospital occupancy,11.0,Northern Ireland
2020-08-09,Daily hospital occupancy,11.0,Northern Ireland
2020-08-10,Daily hospital occupancy,11.0,Northern Ireland
2020-08-11,Daily hospital occupancy,11.0,Northern Ireland
2020-08-12,Daily hospital occupancy,10.0,Northern Ireland
2020-08-13,Daily hospital occupancy,11.0,Northern Ireland
2020-08-14,Daily hospital occupancy,12.0,Northern Ireland
2020-08-15,Daily hospital occupancy,13.0,Northern Ireland
2020-08-16,Daily hospital occupancy,13.0,Northern Ireland
2020-08-17,Daily hospital occupancy,15.0,Northern Ireland
2020-08-18,Daily hospital occupancy,15.0,Northern Ireland
2020-08-19,Daily hospital occupancy,19.0,Northern Ireland
2020-08-20,Daily hospital occupancy,20.0,Northern Ireland
2020-08-21,Daily hospital occupancy,17.0,Northern Ireland
2020-08-22,Daily hospital occupancy,16.0,Northern Ireland
2020-08-23,Daily hospital occupancy,17.0,Northern Ireland
2020-08-24,Daily hospital occupancy,22.0,Northern Ireland
2020-08-25,Daily hospital occupancy,20.0,Northern Ireland
2020-08-26,Daily hospital occupancy,17.0,Northern Ireland
2020-08-27,Daily hospital occupancy,16.0,Northern Ireland
2020-08-28,Daily hospital occupancy,17.0,Northern Ireland
2020-08-29,Daily hospital occupancy,17.0,Northern Ireland
2020-08-30,Daily hospital occupancy,13.0,Northern Ireland
2020-08-31,Daily hospital occupancy,15.0,Northern Ireland
2020-09-01,Daily hospital occupancy,11.0,Northern Ireland
2020-09-02,Daily hospital occupancy,8.0,Northern Ireland
2020-09-03,Daily hospital occupancy,8.0,Northern Ireland
2020-09-04,Daily hospital occupancy,10.0,Northern Ireland
2020-09-05,Daily hospital occupancy,9.0,Northern Ireland
2020-09-06,Daily hospital occupancy,12.0,Northern Ireland
2020-09-07,Daily hospital occupancy,12.0,Northern Ireland
2020-09-08,Daily hospital occupancy,14.0,Northern Ireland
2020-09-09,Daily hospital occupancy,13.0,Northern Ireland
2020-09-10,Daily hospital occupancy,14.0,Northern Ireland
2020-09-11,Daily hospital occupancy,12.0,Northern Ireland
2020-09-12,Daily hospital occupancy,13.0,Northern Ireland
2020-09-13,Daily hospital occupancy,16.0,Northern Ireland
2020-09-14,Daily hospital occupancy,20.0,Northern Ireland
2020-09-15,Daily hospital occupancy,21.0,Northern Ireland
2020-09-16,Daily hospital occupancy,24.0,Northern Ireland
2020-09-17,Daily hospital occupancy,21.0,Northern Ireland
2020-09-18,Daily hospital occupancy,22.0,Northern Ireland
2020-09-19,Daily hospital occupancy,22.0,Northern Ireland
2020-09-20,Daily hospital occupancy,25.0,Northern Ireland
2020-09-21,Daily hospital occupancy,28.0,Northern Ireland
2020-09-22,Daily hospital occupancy,32.0,Northern Ireland
2020-09-23,Daily hospital occupancy,36.0,Northern Ireland
2020-09-24,Daily hospital occupancy,36.0,Northern Ireland
2020-09-25,Daily hospital occupancy,36.0,Northern Ireland
2020-09-26,Daily hospital occupancy,39.0,Northern Ireland
2020-09-27,Daily hospital occupancy,44.0,Northern Ireland
2020-09-28,Daily hospital occupancy,54.0,Northern Ireland
2020-09-29,Daily hospital occupancy,54.0,Northern Ireland
2020-09-30,Daily hospital occupancy,60.0,Northern Ireland
2020-10-01,Daily hospital occupancy,65.0,Northern Ireland
2020-10-02,Daily hospital occupancy,64.0,Northern Ireland
2020-10-03,Daily hospital occupancy,75.0,Northern Ireland
