entity,indicator,date,value
Ireland,Weekly new hospital admissions,2020-11-15,179.68020341485897
Ireland,Weekly new ICU admissions,2020-11-15,10.919791367753858
Ireland,Weekly new hospital admissions,2020-11-22,165.7822871286268
Ireland,Weekly new ICU admissions,2020-11-22,10.919791367753858
Ireland,Weekly new hospital admissions,2020-11-29,144.9354126992785
Ireland,Weekly new ICU admissions,2020-11-29,11.912499673913299
Ireland,Weekly new hospital admissions,2020-12-06,168.7604120471051
Ireland,Weekly new ICU admissions,2020-12-06,17.86874951086995
Ireland,Weekly new hospital admissions,2020-12-13,168.7604120471051
Ireland,Weekly new ICU admissions,2020-12-13,7.941666449275533
Ireland,Weekly new hospital admissions,2020-12-20,281.9291589492815
Ireland,Weekly new ICU admissions,2020-12-20,19.854166123188836
Ireland,Weekly new hospital admissions,2020-12-27,405.02498891305225
Ireland,Weekly new ICU admissions,2020-12-27,53.606248532609854
Ireland,Weekly new hospital admissions,2021-01-03,851.7437266848011
Ireland,Weekly new ICU admissions,2021-01-03,116.14687182065468
Ireland,Weekly new hospital admissions,2021-01-10,1307.3968392119848
Ireland,Weekly new ICU admissions,2021-01-10,142.9499960869596
Ireland,Weekly new hospital admissions,2021-01-17,1303.426005987347
Ireland,Weekly new ICU admissions,2021-01-17,106.21978875906026
Ireland,Weekly new hospital admissions,2021-01-24,915.2770582790052
Ireland,Weekly new ICU admissions,2021-01-24,82.39478941123366
Ireland,Weekly new hospital admissions,2021-01-31,650.2239405344343
Ireland,Weekly new ICU admissions,2021-01-31,46.65729038949376
Ireland,Weekly new hospital admissions,2021-02-07,565.8437345108817
Ireland,Weekly new ICU admissions,2021-02-07,60.55520667572594
Ireland,Weekly new hospital admissions,2021-02-14,410.9812387500089
Ireland,Weekly new ICU admissions,2021-02-14,47.649998695653196
Ireland,Weekly new hospital admissions,2021-02-21,350.42603207428294
Ireland,Weekly new ICU admissions,2021-02-21,24.81770765398604
Ireland,Weekly new hospital admissions,2021-02-28,230.30832702899048
Ireland,Weekly new ICU admissions,2021-02-28,19.854166123188836
Ireland,Weekly new hospital admissions,2021-03-07,234.27916025362825
Ireland,Weekly new ICU admissions,2021-03-07,19.854166123188836
Ireland,Weekly new hospital admissions,2021-03-14,200.52707784420724
Ireland,Weekly new ICU admissions,2021-03-14,26.803124266304927
Ireland,Weekly new hospital admissions,2021-03-21,197.5489529257289
Ireland,Weekly new ICU admissions,2021-03-21,18.861457817029393
Ireland,Weekly new hospital admissions,2021-03-28,161.81145390398905
Ireland,Weekly new ICU admissions,2021-03-28,21.839582735507715
Ireland,Weekly new hospital admissions,2021-04-04,140.96457947464074
Ireland,Weekly new ICU admissions,2021-04-04,10.919791367753858
Ireland,Weekly new hospital admissions,2021-04-11,131.03749641304628
Ireland,Weekly new ICU admissions,2021-04-11,14.890624592391623
Ireland,Weekly new hospital admissions,2021-04-18,116.14687182065468
Ireland,Weekly new ICU admissions,2021-04-18,17.86874951086995
Ireland,Weekly new hospital admissions,2021-04-25,121.11041335145188
Ireland,Weekly new ICU admissions,2021-04-25,9.927083061594418
Ireland,Weekly new hospital admissions,2021-05-02,90.33645586050919
Ireland,Weekly new ICU admissions,2021-05-02,5.956249836956648
Ireland,Weekly new hospital admissions,2021-05-09,67.50416481884204
Ireland,Weekly new ICU admissions,2021-05-09,13.897916286232181
Ireland,Weekly new hospital admissions,2021-05-16,75.44583126811757
Ireland,Weekly new ICU admissions,2021-05-16,9.927083061594418
Ireland,Weekly new hospital admissions,2021-05-23,59.56249836956652
Ireland,Weekly new ICU admissions,2021-05-23,5.956249836956648
Ireland,Weekly new hospital admissions,2021-05-30,49.63541530797209
Ireland,Weekly new ICU admissions,2021-05-30,6.948958143116091
Ireland,Weekly new hospital admissions,2021-06-06,37.722915634058786
Ireland,Weekly new ICU admissions,2021-06-06,2.978124918478324
Ireland,Weekly new hospital admissions,2021-06-13,52.61354022645041
Ireland,Weekly new ICU admissions,2021-06-13,0.9927083061594377
Ireland,Weekly new hospital admissions,2021-06-20,45.664582083334324
Ireland,Weekly new ICU admissions,2021-06-20,6.948958143116091
Ireland,Weekly new hospital admissions,2021-06-27,47.649998695653196
Ireland,Weekly new ICU admissions,2021-06-27,2.978124918478324
Ireland,Weekly new hospital admissions,2021-07-04,59.56249836956652
Ireland,Weekly new ICU admissions,2021-07-04,4.963541530797209
Ireland,Weekly new hospital admissions,2021-07-11,93.31458077898752
Ireland,Weekly new ICU admissions,2021-07-11,8.934374755434975
Ireland,Weekly new hospital admissions,2021-07-18,114.16145520833581
Ireland,Weekly new ICU admissions,2021-07-18,15.883332898551066
Ireland,Weekly new hospital admissions,2021-07-25,152.87707914855403
